id,n_spam_word,hashtag_per_word,url_per_word,num_word,num_char,num_digit,num_url,num_hashtag,num_user_mention,num_rt,is_reply,is_spam
0,0,0.0,0.047619047619047616,21,88,0,1,0,0,0,False,False
1,0,0.0,0.08333333333333333,12,61,0,1,0,0,0,False,False
2,0,0.0,0.1111111111111111,9,43,0,1,0,0,0,False,False
3,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
4,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
5,0,0.0,0.06666666666666667,15,85,1,1,0,1,1,True,False
6,0,0.0,0.2,10,56,0,2,0,1,1,True,False
7,0,0.0,0.0625,16,77,0,1,0,1,1,True,False
8,0,0.0,0.125,8,36,0,1,0,0,0,False,False
9,0,0.0,0.5,2,10,0,1,0,0,0,False,False
10,0,0.0,0.2857142857142857,7,36,2,2,0,0,0,False,False
11,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
12,0,0.0,0.06666666666666667,15,69,0,1,0,0,0,False,False
13,0,0.1111111111111111,0.1111111111111111,9,38,0,1,1,0,0,False,False
14,0,0.0,0.14285714285714285,7,30,0,1,0,0,0,False,False
15,0,0.0,0.1111111111111111,18,73,0,2,0,0,0,False,False
16,0,0.0,0.0625,16,81,1,1,0,1,1,True,False
17,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
18,0,0.1111111111111111,0.1111111111111111,9,40,0,1,1,2,2,True,False
19,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
20,0,0.0,0.08333333333333333,12,56,0,1,0,2,2,True,False
21,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
22,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
23,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
24,0,0.0,0.1,10,55,0,1,0,0,0,False,False
25,0,0.0,0.05555555555555555,18,76,2,1,0,0,0,False,False
26,0,0.0,0.5,6,30,6,3,0,1,1,True,False
27,0,0.4,0.1,10,45,0,1,4,1,1,True,False
28,0,0.2857142857142857,0.14285714285714285,7,26,0,1,2,2,2,True,False
29,0,0.0,0.125,8,36,0,1,0,1,0,False,False
30,0,0.0,0.07142857142857142,14,58,4,1,0,1,0,False,False
31,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
32,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
33,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
34,0,0.0,0.05555555555555555,18,94,0,1,0,0,0,False,False
35,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
36,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
37,0,0.0,0.07142857142857142,14,53,4,1,0,1,0,False,False
38,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
39,0,0.0,0.16666666666666666,12,41,0,2,0,1,0,False,False
40,0,0.0,0.07142857142857142,14,65,0,1,0,0,0,False,False
41,0,0.0,0.058823529411764705,17,86,0,1,0,0,0,False,False
42,0,0.0,0.05555555555555555,18,89,0,1,0,0,0,False,False
43,0,0.0,0.05555555555555555,18,89,0,1,0,0,0,False,False
44,0,0.0,0.07142857142857142,14,53,4,1,0,1,0,False,False
45,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
46,0,0.0,0.2222222222222222,9,44,0,2,0,2,2,True,False
47,0,0.09090909090909091,0.18181818181818182,11,37,0,2,1,1,0,False,False
48,0,0.25,0.08333333333333333,12,49,0,1,3,2,2,True,False
49,0,0.0,0.15384615384615385,13,79,0,2,0,0,0,False,False
50,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
51,0,0.0,0.14285714285714285,7,34,0,1,0,0,0,False,False
52,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
53,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
54,0,0.0,0.08333333333333333,12,52,4,1,0,1,1,True,False
55,0,0.25,0.08333333333333333,12,49,0,1,3,2,2,True,False
56,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
57,0,0.0,0.07142857142857142,14,65,0,1,0,0,0,False,False
58,0,0.0,0.07142857142857142,14,65,0,1,0,0,0,False,False
59,0,0.25,0.08333333333333333,12,49,0,1,3,2,2,True,False
60,0,0.0,0.125,8,40,0,1,0,0,0,False,False
61,0,0.0,0.3333333333333333,3,17,0,1,0,2,0,False,False
62,0,0.2727272727272727,0.18181818181818182,11,42,0,2,3,1,0,False,False
63,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
64,0,0.0,1.0,1,4,0,1,0,2,0,False,False
65,0,0.2857142857142857,0.14285714285714285,7,32,0,1,2,1,1,True,False
66,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
67,0,0.0,0.07692307692307693,13,54,0,1,0,1,1,True,False
68,0,0.0,1.0,1,7,0,1,0,0,0,False,False
69,0,0.0,0.5,6,30,6,3,0,1,1,True,False
70,0,0.0,0.058823529411764705,17,81,0,1,0,1,1,True,False
71,0,0.0,0.07692307692307693,13,64,0,1,0,3,3,True,False
72,0,0.0,0.125,8,36,0,1,0,1,1,True,False
73,0,0.0,0.125,8,36,0,1,0,1,1,True,False
74,0,0.0,0.125,8,36,0,1,0,1,1,True,False
75,0,0.0,0.125,8,36,0,1,0,1,1,True,False
76,0,0.0,0.14285714285714285,7,34,0,1,0,0,0,False,False
77,0,0.0,0.06666666666666667,15,85,1,1,0,1,1,True,False
78,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
79,0,0.0,0.1111111111111111,9,33,0,1,0,2,0,False,False
80,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
81,0,0.14285714285714285,0.14285714285714285,7,39,0,1,1,0,0,False,False
82,0,0.0,0.058823529411764705,17,67,0,1,0,1,1,True,False
83,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
84,0,0.0,0.07142857142857142,14,65,0,1,0,0,0,False,False
85,0,0.0,0.1,10,55,0,1,0,0,0,False,False
86,0,0.0,0.125,8,45,0,1,0,1,1,True,False
87,0,0.0,0.07692307692307693,13,50,4,1,0,0,0,False,False
88,0,0.0,0.3333333333333333,3,10,0,1,0,1,1,True,False
89,0,0.0,0.06666666666666667,15,85,1,1,0,1,1,True,False
90,0,0.0,0.3333333333333333,3,16,0,1,0,0,0,False,False
91,0,0.0,0.3333333333333333,3,16,0,1,0,0,0,False,False
92,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
93,0,0.0,0.06666666666666667,15,71,0,1,0,0,0,False,False
94,0,0.0,0.1111111111111111,9,35,0,1,0,2,2,True,False
95,0,0.0,0.06666666666666667,15,78,0,1,0,1,1,True,False
96,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
97,0,0.0,0.14285714285714285,7,23,0,1,0,0,0,False,False
98,0,0.0,0.06666666666666667,15,85,1,1,0,1,1,True,False
99,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
100,0,0.0,0.05555555555555555,18,83,0,1,0,0,0,False,False
101,0,0.0,0.5,6,30,6,3,0,1,1,True,False
102,0,0.0,0.0625,16,72,0,1,0,1,1,True,False
103,0,0.0,0.0625,16,72,0,1,0,1,1,True,False
104,0,0.4,0.1,10,54,0,1,4,1,0,False,False
105,0,0.0,0.0625,16,65,0,1,0,0,0,False,False
106,0,0.0,0.07142857142857142,14,69,0,1,0,1,1,True,False
107,0,0.0,0.14285714285714285,14,56,4,2,0,1,0,False,False
108,0,0.0,0.05263157894736842,19,98,0,1,0,0,0,False,False
109,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
110,0,0.0,0.3333333333333333,3,10,0,1,0,1,1,True,False
111,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
112,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
113,0,0.0,0.5,6,30,6,3,0,1,1,True,False
114,0,0.0,0.1,10,55,0,1,0,0,0,False,False
115,0,0.1111111111111111,0.1111111111111111,9,40,0,1,1,2,2,True,False
116,0,0.0,0.2,5,24,0,1,0,0,0,False,False
117,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
118,0,0.0,0.125,8,42,0,1,0,1,1,True,False
119,0,0.0,0.25,4,20,0,1,0,2,0,False,False
120,0,0.0,0.16666666666666666,6,36,0,1,0,0,0,False,False
121,0,0.0,0.14285714285714285,7,40,0,1,0,0,0,False,False
122,0,0.0,0.06666666666666667,15,78,0,1,0,1,1,True,False
123,0,0.0,0.08333333333333333,12,61,0,1,0,0,0,False,False
124,0,0.0,0.08333333333333333,12,61,0,1,0,0,0,False,False
125,0,0.0,0.0625,16,74,4,1,0,1,0,False,False
126,0,0.0,0.125,8,39,3,1,0,0,0,False,False
127,0,0.0,0.15384615384615385,13,74,0,2,0,0,0,False,False
128,0,0.0,0.42857142857142855,7,33,0,3,0,0,0,False,False
129,0,0.1111111111111111,0.1111111111111111,9,40,0,1,1,2,2,True,False
130,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
131,0,0.0,0.06666666666666667,15,84,0,1,0,1,1,True,False
132,0,0.0,0.3333333333333333,3,10,0,1,0,1,1,True,False
133,0,0.0,0.125,8,36,0,1,0,1,1,True,False
134,0,0.0,0.125,8,36,0,1,0,1,1,True,False
135,0,0.0,0.06666666666666667,15,84,0,1,0,1,1,True,False
136,0,0.0,0.06666666666666667,15,84,0,1,0,1,1,True,False
137,0,0.0,0.125,8,33,0,1,0,1,0,False,False
138,0,0.0,0.5,6,30,6,3,0,1,1,True,False
139,0,0.0,0.2,5,19,0,1,0,1,1,True,False
140,0,0.0,0.05555555555555555,18,84,0,1,0,0,0,False,False
141,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
142,0,0.0,0.14285714285714285,7,34,0,1,0,0,0,False,False
143,0,0.0,0.0625,16,74,0,1,0,2,2,True,False
144,0,0.15384615384615385,0.07692307692307693,13,70,0,1,2,0,0,False,False
145,0,0.0,0.5,6,30,6,3,0,1,1,True,False
146,0,0.0,0.2,10,81,0,2,0,0,0,False,False
147,0,0.0,0.0625,16,78,0,1,0,1,0,False,False
148,0,0.0,0.11764705882352941,17,56,0,2,0,1,0,False,False
149,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
150,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
151,0,0.0,0.125,8,22,0,1,0,4,4,True,False
152,0,0.0,0.06666666666666667,15,84,0,1,0,1,1,True,False
153,0,0.0,0.06666666666666667,15,84,0,1,0,1,1,True,False
154,0,0.0,0.14285714285714285,7,30,0,1,0,0,0,False,False
155,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
156,0,0.0,0.3333333333333333,3,14,0,1,0,0,0,False,False
157,0,0.1111111111111111,0.1111111111111111,9,40,0,1,1,2,2,True,False
158,0,0.0,0.09090909090909091,11,40,0,1,0,1,1,True,False
159,0,0.0,0.06666666666666667,15,69,0,1,0,0,0,False,False
160,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
161,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
162,0,0.0,0.2222222222222222,9,44,0,2,0,2,2,True,False
163,0,0.0,0.2,10,51,0,2,0,1,1,True,False
164,0,0.0,0.13333333333333333,15,58,0,2,0,1,0,False,False
165,0,0.07692307692307693,0.07692307692307693,13,68,0,1,1,1,0,False,False
166,0,0.0,0.2,5,16,0,1,0,1,0,False,False
167,0,0.0,0.07692307692307693,13,55,0,1,0,3,0,False,False
168,0,0.0,0.058823529411764705,17,82,0,1,0,1,0,False,False
169,0,0.0,0.2222222222222222,9,44,0,2,0,2,2,True,False
170,0,0.0,0.05263157894736842,19,77,0,1,0,0,0,False,False
171,0,0.0,0.5,6,30,6,3,0,1,1,True,False
172,0,0.0,0.5,6,30,6,3,0,1,1,True,False
173,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
174,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
175,0,0.0,0.4,5,25,0,2,0,1,0,False,False
176,0,0.0,0.07142857142857142,14,53,4,1,0,1,0,False,False
177,0,0.0,0.06666666666666667,15,75,0,1,0,1,0,False,False
178,0,0.1111111111111111,0.1111111111111111,9,40,0,1,1,2,2,True,False
179,0,0.0,0.0625,16,79,0,1,0,0,0,False,False
180,0,0.0,0.0625,16,79,0,1,0,0,0,False,False
181,0,0.0,0.5,6,30,6,3,0,1,1,True,False
182,0,0.1,0.2,10,37,0,2,1,2,2,True,False
183,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
184,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
185,0,0.0,0.0625,16,75,0,1,0,1,1,True,False
186,0,0.0,0.5,6,30,6,3,0,1,1,True,False
187,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
188,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
189,0,0.0,0.1111111111111111,18,74,0,2,0,0,0,False,False
190,0,0.07142857142857142,0.07142857142857142,14,46,4,1,1,3,3,True,False
191,0,0.0,0.2,5,19,0,1,0,0,0,False,False
