id,account_age,no_of_follower,no_of_following,no_user_fav,no_list,no_tweet,num_char,num_digit,num_url,num_hashtag,num_user_mention,num_rt,is_spam
205,2495,330,279,281,1,5387,20,4,1,2,2,13,False
206,2371,1017,370,21870,42,20442,38,0,1,0,1,55,False
207,873,0,0,0,0,142,73,0,2,0,0,0,False
208,526,731,3535,12275,4,8004,69,0,1,1,1,75,False
209,1866,15823,78,26048,35,32179,50,6,2,0,1,404,False
210,857,4,24,43,0,1453,50,0,3,0,0,0,False
211,2432,447,317,306,7,10562,57,0,1,1,2,20,False
212,910,53,15,37122,0,4770,50,6,2,0,1,404,False
213,815,5,93,1404,17,15229,54,2,1,0,1,65,False
214,1766,16019,2463,993,446,62892,40,0,2,1,0,0,False
215,2465,1777,1404,1929,147,8513,58,0,1,0,1,0,False
216,3707,383,1267,2066,11,34068,62,0,2,0,0,0,False
217,2866,1885,1345,680,70,33835,62,0,2,0,0,0,False
218,3335,37,56,0,3,5774,62,0,2,0,0,0,False
219,1362,83,321,0,5,6663,62,0,2,0,0,0,False
220,1910,210,323,1,22,9324,62,0,2,0,0,0,False
221,314,20,46,472,0,1852,46,0,1,1,1,336,False
222,2004,55,105,1104,9,1896,53,3,1,0,2,42,False
223,3880,459,488,16537,28,38651,23,0,1,0,0,0,False
224,2315,2297,2535,3177,54,20008,61,4,1,0,0,0,False
225,3322,41773,766,1124,565,45310,34,0,1,1,1,0,False
226,2658,347,1236,632,15,917,42,0,2,1,1,1,False
227,2359,387,382,5,24,11266,62,0,2,0,0,0,False
228,2516,2144,1945,345,45,17600,62,0,2,0,0,0,False
229,3214,59,456,8935,4,3579,57,0,1,1,2,3,False
230,3126,142,154,4049,4,5569,64,0,1,2,1,105,False
231,1616,48,178,3,6,4618,55,0,2,1,1,139,False
232,3739,942,1947,22,57,99223,63,0,2,0,0,0,False
233,3322,41773,766,1124,565,45310,44,0,1,1,0,0,False
234,526,10,142,0,0,441,21,0,1,0,0,0,False
235,2796,2182,1562,239,162,27966,63,0,2,0,0,0,False
236,380,108,143,900,0,2142,60,0,1,2,1,28,False
237,2407,78,215,913,1,4968,32,4,1,0,1,1,False
238,2314,21,93,381,0,259,46,0,1,1,1,336,False
239,2716,158,241,478,14,505,72,4,1,0,1,1,False
240,2744,2431,3356,10672,239,233975,69,0,1,1,1,75,False
241,1557,277,454,0,4,7644,62,0,2,0,0,0,False
242,2533,1009,28,641,24,4950,33,0,1,2,1,14,False
243,2064,14,57,22,0,37,55,0,2,1,1,139,False
244,1794,3899,2458,2178,14,3691,59,4,1,0,0,0,False
245,834,60,179,530,0,388,67,1,1,0,1,3,False
246,3045,458,580,2354,24,43387,57,0,1,1,2,20,False
247,1842,172,292,3333,8,9429,50,6,2,0,1,405,False
248,4080,1267,602,11026,126,3961,50,0,1,0,0,0,False
249,1375,56,61,216,4,1737,53,3,1,0,2,42,False
250,1064,1537,912,169905,102,195587,50,6,2,0,1,405,False
251,3395,745,1441,98200,22,24175,67,1,1,0,1,3,False
252,2091,133,285,1689,32,2643,46,0,1,1,1,336,False
253,3217,31,57,109,3,462,70,4,1,0,0,1,False
254,3182,188,301,639,7,2202,20,0,1,0,0,0,False
255,802,235,190,35148,2,20994,77,0,1,1,1,79,False
256,1967,16203,230,54611,141,173228,54,4,2,1,1,0,False
257,1967,16203,230,54611,141,173228,57,4,2,2,0,0,True
258,3405,2836,467,8114,14,4106,61,0,1,2,0,0,False
259,3020,181,574,6537,2,1707,50,6,2,0,1,405,False
260,1576,2160,2289,570,1017,1574432,50,6,2,0,1,405,False
261,90,56,423,5,0,501,62,0,2,0,0,0,False
262,2377,3874,1538,28485,131,30156,12,0,1,0,0,0,False
263,3399,246,358,14489,1,9135,26,0,1,0,0,0,False
264,1966,444,489,20,13,2780,66,7,1,3,0,0,False
265,3702,2037,1528,1348,113,26657,66,7,1,3,0,0,False
266,303,41,34,0,1,11042,36,0,1,2,0,0,False
267,3695,285558,1613,4515,3749,209154,42,6,1,0,0,1,False
268,1232,3431,225,2609,115,16161,20,0,1,0,0,0,False
269,2068,13445,14034,5232,129,4315,41,0,1,1,2,1,False
270,2262,722,1226,15212,23,40185,57,0,1,1,2,20,False
271,2824,12956,987,3179,59,73562,11,0,1,0,0,1,False
272,1881,31835,154,6,188,49306,73,4,1,0,0,0,False
273,1224,65,12,5642,14,7604,61,4,1,0,0,0,False
274,1505,1655,1517,76218,760,182926,46,0,1,1,1,336,False
275,3117,919,4500,27576,96,43842,55,0,2,1,1,140,False
276,1555,23127,380,14529,166,8868,13,0,1,3,0,0,False
277,701,2569,2378,9214,1,12820,57,0,1,1,2,20,False
278,1406,16,69,179,0,22,54,2,1,0,1,66,False
279,2315,2494,2666,34366,1,24260,69,0,1,1,1,75,False
280,1802,2633,203,3986,10,12602,55,0,2,1,1,140,False
281,2775,754,520,585,12,8915,55,0,2,1,1,140,False
282,2030,416,153,33449,24,68878,55,0,2,1,1,140,False
283,2775,754,520,585,12,8915,77,0,1,1,1,79,False
284,1166,78,124,4930,1,3950,53,3,1,0,2,42,False
285,828,2083,2166,332368,145,495082,50,6,2,0,1,405,False
286,693,82,225,2462,22,6598,71,0,1,0,1,1,False
287,3419,349,381,55,11,6461,60,0,1,0,0,0,False
288,3608,2482,1649,1369,1100,150039,41,0,2,4,0,0,False
289,509,15,82,730,0,106,54,2,1,0,1,66,False
290,2274,878,332,225813,316,231859,50,6,2,0,1,405,False
291,1139,10796,2882,45802,60,136234,55,0,2,1,1,140,False
292,727,181,319,44961,4,3080,55,0,2,1,1,140,False
293,1728,366,553,26122,68,16609,50,6,2,0,1,405,False
294,3374,5,12,58,0,323,67,0,2,0,1,0,False
295,555,18,1,0,0,179,45,0,1,0,2,0,False
296,2142,1046,1579,8936,14,36236,50,6,2,0,1,405,False
297,3608,2482,1649,1369,1100,150039,52,0,2,2,0,0,False
298,3416,389,1123,193,14,12244,41,6,2,0,0,0,False
299,3608,2482,1649,1369,1100,150039,50,4,2,1,0,0,False
300,2495,2286,1221,938,39,41406,62,0,2,0,0,0,False
301,2732,300,389,15519,16,52187,24,1,1,1,2,0,False
302,2476,78,50,0,24,13415,62,0,2,0,0,0,False
303,937,215,390,77,3,8350,62,0,2,0,0,0,False
304,3314,27,2,0,6,14960,62,0,2,0,0,0,False
305,2853,244,448,1755,14,23110,62,0,2,0,0,0,False
306,3230,101,191,722,1,1070,63,0,1,0,0,0,False
307,2942,7072,5789,0,118,50215,62,0,2,0,0,0,False
308,3334,72847,969,13747,1518,110805,67,1,1,0,1,3,False
309,2569,1707,331,177,38,76844,57,0,1,1,2,3,False
310,994,1848,3036,2889,42,3524,65,1,1,0,0,3,False
311,2492,269,308,10167,1,7012,46,0,1,1,1,336,False
312,2064,61,463,4235,0,969,40,1,1,3,1,6,False
313,1288,3056,4987,31624,29,48325,59,0,1,0,1,136,False
314,2557,7712,1357,3,69,274493,77,0,1,1,1,79,False
315,2883,861,1033,528,37,17803,62,0,2,0,0,0,False
316,68,10,11,103,0,168,50,6,2,0,1,405,False
317,2314,93545,115,59,1279,98242,46,0,2,1,1,3,False
318,2361,86,92,926,130,34392,55,1,1,3,1,4,False
319,2939,12,1,1,3,9644,62,0,2,0,0,0,False
320,3504,969,1401,70896,324,296653,50,0,1,0,2,2,False
321,2430,1115,302,14,24,10851,62,0,2,0,0,0,False
322,832,410,701,1097,101,12797,62,0,2,0,0,0,False
323,1563,234,383,0,31,9930,62,0,2,0,0,0,False
324,2181,879,1734,1,32,12225,62,0,2,0,0,0,False
325,3539,24319,2017,1164,59,25205,62,0,2,0,0,0,False
326,1595,207,456,0,7,11404,62,0,2,0,0,0,False
327,57,15,205,2197,0,841,64,0,1,2,1,105,False
328,478,896,200,94263,5,119093,83,0,1,0,1,13,False
329,2710,327,49,55,4,10944,62,0,2,0,0,0,False
330,1842,10605,542,299,389,56234,42,0,1,5,0,0,False
331,2251,25063,10060,25,64,127882,62,0,2,0,0,0,False
332,2834,77,517,0,26,13907,62,0,2,0,0,0,False
333,1606,329,618,0,6,11580,62,0,2,0,0,0,False
334,2107,434,1127,0,8,39246,62,0,2,0,0,0,False
335,2290,556,841,16,3,3529,62,0,2,0,0,0,False
336,3291,271,311,5,27,15624,69,0,2,0,0,0,False
337,1888,1230,1418,0,14,9395,62,0,2,0,0,0,False
338,1940,13,46,0,8,6773,62,0,2,0,0,0,False
339,3005,737,3834,9266,36,28386,38,0,1,0,1,55,False
340,2163,485,282,1261,5,18315,69,0,1,1,1,76,False
341,870,805,3405,1358,4,1326,46,0,1,1,1,336,False
342,1537,267,35,2694,14,42630,57,0,1,1,2,20,False
343,1410,833,782,22181,116,48862,50,6,2,0,1,405,False
344,3287,333,521,3,50,93319,62,0,2,0,0,0,False
345,2205,1556,1992,0,25,23504,62,0,2,0,0,0,False
346,3298,3768,2077,206,50,92375,62,0,2,0,0,0,False
347,2014,956,2280,11733,2,9021,57,0,1,3,1,1,False
348,2664,513,285,2388,38,14555,33,0,1,2,1,14,False
349,3363,289,895,7788,19,9582,46,0,1,1,1,336,False
350,2857,1663,1483,123,22,16106,73,0,2,0,0,0,False
351,2361,7126,1566,3233,169,33917,36,0,1,0,0,0,True
352,1879,2135,2116,219047,690,119288,77,0,1,1,1,79,False
353,1879,2135,2116,219047,690,119288,55,0,2,1,1,140,False
354,3467,630,3024,11637,49,15670,55,0,2,1,1,140,False
355,1053,115,974,2331,7,655,50,6,2,0,1,405,False
356,1233,42,94,62,0,459,46,6,1,0,0,0,False
357,1500,410,1382,784,22,1975,37,4,1,3,0,0,False
358,3456,315,385,3815,27,6906,50,0,1,0,2,2,False
359,838,568,0,592,36,63568,55,0,2,1,1,140,False
360,3405,131006,2558,8317,2986,14681,48,0,1,0,1,2,False
361,1717,100,286,20,14,10498,45,4,2,0,0,0,False
362,2221,154,217,26896,0,10385,33,0,1,2,1,14,False
363,1907,1388,1062,2544,45,4079,50,6,2,0,1,405,False
364,2296,131,60,9970,0,2348,70,4,1,0,1,0,False
365,2296,131,60,9970,0,2348,66,6,1,0,1,7,False
366,2075,658,1522,388,343,114394,62,0,2,0,0,0,False
367,858,146,319,107,36,17167,62,0,2,0,0,0,False
368,1766,16019,2463,993,446,62893,50,4,2,0,0,0,False
369,2917,222,120,18759,39,17946,83,0,1,0,1,13,False
370,539,17,15,0,4,6777,62,0,2,0,0,0,False
371,2862,107,279,2766,15,21804,62,0,2,0,0,0,False
372,2618,3305,780,159,30,50609,62,0,2,0,0,0,False
373,3029,2839,2438,1,73,22027,62,0,2,0,0,0,False
374,3707,383,1267,2066,11,34069,62,0,2,0,0,0,False
375,2386,658,1472,0,24,10840,62,0,2,0,0,0,False
376,2790,1102,1752,0,15,13740,62,0,2,0,0,0,False
377,3370,411,1727,13930,19,13850,50,6,2,0,1,405,False
378,173,23,40,596,0,6594,33,0,1,2,1,14,False
379,2037,170,1212,2080,4,3027,9,0,1,0,0,0,False
380,446,169,730,3720,0,1313,46,0,1,1,1,336,False
381,2640,305,345,8482,9,17475,57,0,1,1,2,20,False
382,2474,651,939,163,3,10999,57,0,1,1,2,20,False
383,1875,6,21,5917,1,16612,55,0,2,1,1,140,False
384,3212,822,714,37599,29,47100,46,0,1,1,1,336,False
385,602,143,1250,10358,1,21335,50,6,2,0,1,405,False
386,1494,212,4232,0,4,7809,13,0,1,0,0,0,False
387,373,100,92,3498,0,4223,50,2,1,2,1,15,False
388,1880,266,914,16133,25,8155,20,0,1,0,2,0,False
389,2436,2041,113,3,62,99175,93,0,1,0,0,0,False
390,552,110,74,0,13,54557,18,0,2,0,0,0,False
391,1842,10605,542,299,389,56234,19,0,1,3,2,0,False
392,3363,36,158,530,0,3439,53,3,1,0,2,42,False
393,2371,293,732,23536,11,2555,55,0,1,3,0,1,False
394,471,4779,5031,62829,4,56432,55,0,2,1,1,140,False
395,1490,332,150,27921,3,20406,38,0,1,0,1,55,False
396,537,73,26,8439,0,8104,54,2,1,0,1,66,False
397,2941,668,2,16,102,303433,45,4,2,0,0,0,False
398,2295,323,435,2004,6,30713,45,4,2,0,0,0,False
399,3056,201,334,16846,48,25981,46,0,1,1,1,336,False
400,3247,50,91,3891,6,3845,50,6,2,0,1,405,False
401,38,36,119,1142,0,845,55,0,2,1,1,140,False
402,3332,2246,1549,2713,215,96463,55,0,2,1,1,140,False
403,2021,82,452,13067,3,2487,53,3,1,0,2,42,False
404,388,18,22,1,0,1197,62,0,2,0,0,0,False
405,332,33,66,4753,0,4966,46,0,1,1,1,336,False
406,3030,3170,4480,5531,274,735370,83,0,1,0,1,13,False
407,3030,3170,4480,5531,274,735370,57,0,1,1,2,20,False
408,2887,647,3780,93,158,60618,54,2,1,0,1,66,False
409,16,1,36,60,0,62,25,0,1,2,1,15,False
410,817,57,175,1277,0,6509,54,2,1,0,1,66,False
411,1862,314,615,13594,29,8976,54,2,1,0,1,66,False
412,3159,210,185,2178,10,6211,12,0,1,1,0,0,False
413,3333,452,104,1,5,8045,88,0,1,0,0,0,False
414,85,50,328,7443,0,4763,33,0,1,2,1,14,False
415,1718,5143,60,33938,15,59335,55,0,2,1,1,140,False
416,1469,286,314,141202,70,105634,50,6,2,0,1,405,False
417,1602,3184,4967,156,4,6848,50,0,2,0,0,0,False
418,3338,56,172,62,1,427,54,2,1,0,1,66,False
419,46,36,250,7368,0,943,48,2,1,4,1,13,False
420,3486,3679,969,1799,62,17266,15,0,1,6,1,1,False
421,1842,10605,542,299,389,56234,13,0,1,6,0,1,False
422,3197,2628,1638,1188,108,17049,55,0,2,1,1,140,False
423,1018,1273,1303,1919,8,4725,40,1,1,3,1,6,False
424,601,181,495,219,5,636,47,0,1,2,0,0,False
425,1676,877,2478,25415,4,8161,17,0,1,0,5,1,False
426,1862,2491,1912,2088,13,23185,64,0,1,2,1,105,False
427,1717,1481,4993,19605,0,14597,33,0,1,2,1,14,False
428,3249,129,720,2187,0,733,33,0,1,2,1,14,False
429,3225,332,542,342,9,4457,33,0,1,2,1,14,False
430,1257,1283,2158,16146,141,165217,90,0,1,0,1,3,False
431,3565,1927,543,2402,50,7870,50,6,2,0,1,405,False
432,2584,862,459,55166,18,32389,53,0,1,0,1,0,False
433,1821,20391,9077,34561,56,91301,64,0,1,2,1,105,False
434,1211,48,132,412,0,1270,33,0,1,2,1,14,False
435,2085,206,212,5969,12,12880,64,0,1,2,1,105,False
436,2621,1197,1183,565,12,1754,64,0,1,2,1,105,False
437,735,7508,1188,128437,149,369846,32,0,2,2,2,16,False
438,201,36,98,2075,0,310,50,6,2,0,1,405,False
439,2944,163,123,237,2,427,12,0,1,0,0,0,False
440,2531,918,239,33818,20,36269,50,6,2,0,1,405,False
441,3041,72,139,3,0,41,47,0,1,0,1,0,False
442,19,59,311,21,2,11,50,6,2,0,1,405,False
443,314,20,100,652,0,366,55,0,2,1,1,140,False
444,1437,118,360,1233,9,11244,64,0,1,2,1,105,False
445,3445,22758,9839,37340,443,55522,50,6,2,0,1,405,False
446,2965,130,475,3467,22,13311,57,0,1,1,2,20,False
447,2965,130,475,3467,22,13311,38,0,1,0,1,55,False
448,2509,569,564,5664,57,93928,57,0,1,1,2,20,False
449,3178,20427,20418,115074,298,117667,33,0,1,2,1,14,False
450,2530,74,58,119,59,6900,19,0,1,2,0,0,False
451,1092,147,265,15275,3,12863,64,0,1,2,1,105,False
452,1017,178,931,945,0,339,55,0,2,1,1,140,False
453,445,103,1094,2375,0,3826,55,0,2,1,1,140,False
454,2328,168,264,640,3,1611,64,0,1,2,1,105,False
455,2624,336,686,1889,24,1236,67,4,1,1,1,21,False
456,1248,4493,5001,104856,7,18349,49,0,1,0,0,0,False
457,3355,10809,2880,1982,238,32935,33,0,1,2,1,14,False
458,912,219,628,2342,2,526,33,0,1,2,1,14,False
459,681,34026,107,1140,8,625,25,0,1,2,1,15,False
460,3364,1841,1743,392,62,10299,31,4,1,8,0,0,False
461,1250,7393,201,255,9,39123,77,0,1,1,1,79,False
462,3355,2847849,606,17,4457,454332,33,0,1,2,1,14,False
463,1250,7393,201,255,9,39123,55,0,2,1,1,140,False
464,1797,71102,319,25,457,115126,31,0,1,2,0,14,False
465,1190,6,156,40,1,30,30,0,0,0,1,0,False
466,3118,166,341,164,1,825,57,0,1,1,2,20,False
467,3356,1504,4982,2859,12,20215,50,6,2,0,1,405,False
468,2274,6201,1601,42702,110,111445,45,0,1,0,1,0,False
469,681,34026,107,1140,8,625,40,1,1,3,1,6,False
470,2622,633,1743,6913,50,23525,46,0,1,1,1,336,False
471,3401,223,93,10,15,11477,9,0,4,0,0,0,False
472,1439,590,241,5004,1,5993,55,0,2,1,1,140,False
473,1506,425,400,606,2,5977,64,0,1,2,1,105,False
474,2367,369,392,7240,22,8119,38,0,1,0,1,55,False
475,1896,1091,325,185930,130,160144,47,6,1,4,1,36,False
476,2918,153,198,14462,42,183205,46,0,1,1,1,336,False
477,1351,76,70,29367,1,8136,50,6,2,0,1,405,False
478,2998,1338,1155,11666,47,17124,8,0,1,0,2,1,False
479,1182,20,331,609,0,482,55,0,2,1,1,140,False
480,727,40,253,178,0,83,38,0,1,0,1,55,False
481,3348,280,581,5309,17,22989,46,0,1,1,1,336,False
482,3124,817,1633,16992,44,38598,68,2,1,0,0,0,False
483,20,3,24,13,0,12,55,0,2,1,1,140,False
484,2957,601,361,3365,3,11755,77,0,1,1,1,80,False
485,1316,1163,298,60070,78,22644,55,0,2,1,1,140,False
486,3060,386,44,27,5,10847,35,2,2,0,0,0,False
487,3031,1528,1767,492,13,54624,55,0,2,1,1,140,False
488,3340,434,707,1528,0,5445,77,0,1,1,1,80,False
489,3401,560,1502,5073,6,6810,55,0,2,1,1,140,False
490,501,10,13,3,0,26954,45,4,2,0,0,0,False
491,2845,5,17,46,0,1128,74,0,2,0,0,0,False
492,1690,1703,150,364,12,29278,57,0,1,1,2,20,False
493,3053,1914,2679,66,18,13704,44,3,0,0,0,0,False
494,2887,1051,268,1419,598,49451,52,0,1,0,0,0,False
495,54,31,143,357,0,302,83,0,1,0,1,13,False
496,3653,958,810,3310,54,20209,69,0,1,0,0,1,False
497,2991,372,319,385,32,36721,11,0,1,0,1,0,False
498,3406,1316,5001,27127,39,46625,77,0,1,1,0,0,False
499,3316,1215,1013,6961,16,27034,27,0,1,1,1,62,False
500,3626,572,641,1828,18,3296,70,4,1,0,0,0,False
501,2725,2,129,1009,0,55,73,0,1,0,1,0,False
502,3439,47,84,1214,0,550,35,0,1,0,1,14,False
503,2680,489,1783,264,12,853,39,0,1,0,0,0,False
504,2554,9078,7240,19,270,787093,71,7,1,0,0,0,False
505,1566,166,437,1161,5,2406,87,0,1,0,1,2,False
506,1879,31832,154,6,188,49320,32,0,1,0,0,0,False
507,1786,3064,2382,6643,41,119040,84,0,1,0,1,1,False
508,3438,378724,545,681,3169,163672,76,0,2,0,0,1,False
509,2221,546,1656,2867,1,18272,87,0,1,0,1,2,False
510,2404,153017,342,3,1069,97516,76,0,2,0,0,2,False
511,3388,1141,863,261,188,151741,27,0,1,1,1,62,False
512,2206,6152,6446,0,24,33385,55,4,2,0,0,0,False
513,3379,3278,3485,1202,167,7180,68,0,1,2,0,0,True
514,457,20,186,3,0,275,67,0,1,0,0,0,False
515,2852,4302,2827,10151,259,74271,70,2,1,2,0,1,False
516,2049,559,1139,13333,20,10816,72,0,1,0,1,1,False
517,1216,16,30,7039,4,5678,57,0,1,0,0,0,False
518,3366,3082,1272,154499,106,145458,85,0,1,0,0,0,False
519,3012,68,344,7722,1,2451,27,0,1,1,1,62,False
520,1834,45,13,0,5,70699,33,0,1,0,0,0,False
521,3221,374,458,642,1,1064,33,0,1,0,1,0,False
522,2788,488,1305,1141,23,5244,86,0,1,0,1,2,False
523,95,2,44,2,0,1,36,0,1,0,1,0,False
524,756,1498,1483,2112,27,1376,35,0,1,0,1,14,False
525,2082,449,287,10,4,11711,46,0,1,0,0,0,False
526,3221,31831,2816,5878,142,149929,86,0,1,0,1,2,False
527,3441,2907688,530,67,25839,221482,69,0,2,0,0,2,False
528,3362,4238,4988,13230,101,34174,33,0,1,0,0,0,False
529,1878,267,1616,599,20,2827,37,4,1,3,2,0,False
530,3234,654,575,12860,4,32741,82,0,1,0,1,6,False
531,3139,1801,2508,7820,0,20083,68,0,1,0,2,14,False
532,1351,314,642,2644,28,8927,35,0,1,0,1,14,False
533,2716,2729,4994,1311,60,11017,36,0,1,3,1,0,False
534,3589,334,501,18765,27,20982,56,0,1,0,3,1,False
535,1401,22,25,36,0,325,11,0,1,6,0,0,False
536,1409,2451,3795,47779,49,49105,68,0,1,0,2,14,False
537,3493,25,749,13,0,918,12,0,1,0,4,0,False
538,1861,12967,1576,17177,332,10829,9,0,1,0,0,0,False
539,1777,75,201,2299,0,324,27,0,1,1,1,62,False
540,3060,136,192,90,0,7721,77,3,0,0,0,0,False
541,2999,756,804,3385,82,24035,55,0,1,0,1,0,False
542,60,576,966,457,4,938,35,0,1,0,1,14,False
543,2574,64,294,323,0,56,35,0,1,0,1,14,False
544,960,16,15,1,0,7069,65,1,0,0,0,0,False
545,1230,70,41,0,32,27849,48,0,1,1,0,0,False
546,1635,1357,2095,85608,6,81062,35,0,1,0,1,14,False
547,2736,482,715,28282,6,17340,16,0,1,0,0,0,False
548,2611,10244,11121,22984,106,70413,61,2,1,0,0,0,False
549,848,547,3226,6248,33,7772,35,0,1,0,1,14,False
550,1638,2867,2792,6946,53,13201,35,0,1,0,1,14,False
551,1771,2711,1619,1244,246,98526,35,0,1,0,1,14,False
552,2247,17310,3581,3503,687,98838,35,0,1,0,1,14,False
553,2597,364438,2962,5138,4807,62216,33,0,1,0,0,14,False
554,2891,57,174,592,2,1872,36,0,1,0,2,0,False
555,2089,3,3,10,0,45,39,4,1,0,0,0,False
556,4057,1041,816,5775,36,17088,27,0,1,1,1,62,False
557,1866,31,19,218,1,8061,27,0,1,1,1,62,False
558,3339,375,370,408,0,6742,27,0,1,1,1,62,False
559,2993,1523,1121,1664,326,9687,27,0,1,1,1,62,False
560,2700,9796,184,1360,244,218666,36,0,1,0,2,3,False
561,2429,20,100,5845,1,1388,27,0,1,1,1,62,False
562,2618,61,193,5635,25,8708,71,0,1,0,1,2,False
563,672,338,162,33375,0,19393,27,0,1,1,1,62,False
564,1179,182,155,39468,8,25851,27,0,1,1,1,62,False
565,1726,262,131,11,7,44,13,0,1,0,0,0,False
566,2857,1303,1056,661,54,1277,91,1,1,0,0,0,False
567,1037,441,154,248,1,299,54,0,1,0,1,2,False
568,2543,179,574,375,15,715,18,0,1,1,0,0,False
569,555,425,402,167377,5,88233,27,0,1,1,1,62,False
570,856,54,320,8076,1,4962,27,0,1,1,1,62,False
571,2528,241,380,3775,0,20231,27,0,1,1,1,62,False
572,41,1,17,0,0,295,27,0,1,0,0,0,False
573,2352,581,1489,21203,11,15427,27,0,1,1,1,62,False
574,3386,1025,419,4197,7,45025,27,0,1,1,1,62,False
575,210,1793,2015,47882,3,49198,27,0,1,1,1,62,False
576,241,160,130,5390,1,18816,36,0,1,0,1,0,False
577,3127,430,326,2600,12,19321,27,0,1,1,1,62,False
578,2199,590,2211,48182,34,35662,27,0,1,1,1,62,False
579,2305,293,162,5920,11,14609,27,0,1,1,1,62,False
580,2114,274,569,4369,6,3083,27,0,1,1,1,62,False
581,3256,81,371,1505,2,3656,27,0,1,1,1,62,False
582,893,974,690,11030,41,55046,27,0,1,1,1,62,False
583,2202,2400,1817,100750,478,314415,27,0,1,1,1,62,False
584,3014,1336,2496,11509,55,70721,27,0,1,1,1,62,False
585,331,120,233,13889,0,2713,27,0,1,1,1,62,False
586,1276,260,322,8877,2,5083,27,0,1,1,1,62,False
587,2,2,20,22,0,20,27,0,1,1,1,62,False
588,3375,47,399,1304,1,1353,27,0,1,1,1,62,False
589,813,1256,922,43237,28,47960,27,0,1,1,1,62,False
590,2676,265,253,19994,5,20636,27,0,1,1,1,62,False
591,3206,799,574,2845,7,8805,27,0,1,1,1,62,False
592,3404,88,345,568,5,1084,27,0,1,1,1,62,False
593,545,12,284,497,0,249,52,0,1,3,0,0,False
594,777,2,137,39,0,249,27,0,1,1,1,62,False
595,1516,176,270,943,19,21401,27,0,1,1,1,62,False
596,2739,196,1258,3750,5,16443,27,0,1,1,1,62,False
597,4132,93237,897,1722,2907,145879,61,12,1,0,0,0,False
598,3364,145,1144,2679,1,25100,27,0,1,1,1,62,False
599,3140,7082,3975,5248,315,598,27,0,1,1,1,62,False
600,712,21,66,29,0,18,27,0,1,1,1,62,False
601,2628,27,69,18,0,30,56,0,1,0,1,0,False
602,2685,63,298,1063,0,25184,27,0,1,1,1,62,False
603,257,16,40,95,1,115,59,0,1,0,0,0,False
604,38,698,179,26,1,5957,54,0,1,0,1,2,False
605,465,78,79,166,0,212,59,0,1,0,0,0,False
606,2956,2936,1199,1804,140,24285,74,8,1,0,0,10,False
607,2836,36,111,141,0,196,22,0,1,1,1,0,False
608,2734,1613,794,5915,72,26427,63,2,2,0,0,1,False
609,3335,1997,456,719,110,9496,29,0,2,1,1,6,False
610,3909,2407,2142,986,75,128831,29,0,2,1,1,6,False
611,3631,3132,1270,220,200,3867,55,0,1,0,2,1,False
612,3727,144520,424,14,6075,21612,27,0,2,1,0,6,False
613,2268,4881,522,184,20,15531,52,0,1,0,0,2,False
614,2785,557,875,18995,17,70533,66,0,1,0,1,5,False
615,3492,108231,991,8371,713,44632,53,0,1,0,1,1,False
616,3272,69802,5714,1813,1625,63359,33,0,2,0,0,0,False
617,2676,556330,16,1,432,110583,37,0,2,3,0,1,False
618,3417,7670,304,273,253,130989,40,0,1,1,0,0,False
619,431,29,264,0,0,4163,46,2,2,0,0,0,False
620,2917,31,267,1963,0,2412,25,0,1,0,2,0,False
621,3461,60078,114,180,1502,87935,69,0,1,0,0,2,False
622,344,47,99,545,0,5102,66,0,1,0,1,5,False
623,2322,1377,637,63100,25,164305,66,0,1,0,1,5,False
624,1088,20240,731,17852,325,24846,64,0,1,0,0,5,False
625,3274,223,371,1143,17,7879,58,0,1,0,0,0,False
626,540,33,81,0,0,6453,73,4,2,0,0,0,False
627,1472,2891,555,1685,123,6571,43,0,2,3,0,0,True
628,1877,1914,3224,467,20,1537,51,0,1,4,0,0,False
629,2489,282,310,10550,13,14007,49,2,1,0,1,0,False
630,3210,250,840,2087,7,140980,33,4,1,0,0,0,False
631,3339,3944,197,3377,66,3324,56,0,1,2,0,1,False
632,513,275,633,26893,2,11379,62,0,1,0,0,0,False
633,2834,195,55,261,15,4290,82,0,1,0,1,6,False
634,3042,1529,831,1375,27,27870,79,4,1,0,1,1,False
635,3095,207,140,773,4,453,78,0,1,0,0,0,False
636,594,218,141,620,2,1936,48,0,2,0,0,0,False
637,1452,133,617,25,3,187,92,0,1,0,0,0,False
638,711,2000,453,5,14,99278,49,0,1,0,0,0,False
639,361,3,8,0,0,5925,49,0,1,0,0,0,False
640,343,3,0,0,0,5728,49,0,1,0,0,0,False
641,309,2,0,0,0,5867,49,0,1,0,0,0,False
642,293,3,8,0,0,5395,49,0,1,0,0,0,False
643,338,1,0,0,0,3719,49,0,1,0,0,0,False
644,343,2,0,0,0,6229,49,0,1,0,0,0,False
645,343,2,0,0,0,5764,49,0,1,0,0,0,False
646,360,1,6,0,0,6258,49,0,1,0,0,0,False
647,282,0,9,0,0,5154,49,0,1,0,0,0,False
648,283,3,8,0,0,5213,49,0,1,0,0,0,False
649,343,3,0,0,0,6269,49,0,1,0,0,0,False
650,343,2,13,0,0,5908,49,0,1,0,0,0,False
651,247,0,8,0,0,4259,49,0,1,0,0,0,False
652,343,3,0,0,0,6103,49,0,1,0,0,0,False
653,361,2,8,0,0,6401,49,0,1,0,0,0,False
654,293,1,8,0,0,5319,49,0,1,0,0,0,False
655,343,4,0,0,0,6122,49,0,1,0,0,0,False
