id,account_age,no_of_follower,no_of_following,no_user_fav,no_list,no_tweet,num_char,num_digit,num_url,num_hashtag,num_user_mention,num_rt,is_spam
656,343,2,0,0,0,5904,49,0,1,0,0,0,False
657,343,4,0,0,0,5603,49,0,1,0,0,0,False
658,283,3,8,0,0,5253,49,0,1,0,0,0,False
659,294,2,8,0,1,5546,49,0,1,0,0,0,False
660,263,3,8,0,0,4706,49,0,1,0,0,0,False
661,343,5,0,0,0,6141,49,0,1,0,0,0,False
662,283,0,8,0,0,5357,49,0,1,0,0,0,False
663,247,3,9,0,0,4196,49,0,1,0,0,0,False
664,343,2,0,0,0,6046,49,0,1,0,0,0,False
665,921,3,39,0,1,4555,49,0,1,0,0,0,False
666,309,3,0,0,0,5608,49,0,1,0,0,0,False
667,343,3,0,0,0,5805,49,0,1,0,0,0,False
668,309,3,0,0,0,5690,49,0,1,0,0,0,False
669,343,4,0,0,0,5785,49,0,1,0,0,0,False
670,343,4,0,0,0,5744,49,0,1,0,0,0,False
671,242,0,8,0,1,4523,49,0,1,0,0,0,False
672,360,3,8,0,0,6290,49,0,1,0,0,0,False
673,343,4,0,0,0,5762,49,0,1,0,0,0,False
674,283,2,8,0,0,5312,49,0,1,0,0,0,False
675,343,3,30,0,0,6072,49,0,1,0,0,0,False
676,391,4,8,0,0,6535,49,0,1,0,0,0,False
677,343,3,0,0,0,5922,49,0,1,0,0,0,False
678,343,4,0,0,0,5726,49,0,1,0,0,0,False
679,247,1,8,0,0,4389,49,0,1,0,0,0,False
680,242,3,8,0,0,4486,49,0,1,0,0,0,False
681,294,3,8,0,0,5421,49,0,1,0,0,0,False
682,310,4,0,0,0,5685,49,0,1,0,0,0,False
683,360,2,8,0,0,6352,49,0,1,0,0,0,False
684,343,2,13,0,0,5886,49,0,1,0,0,0,False
685,294,6,8,0,1,5409,49,0,1,0,0,0,False
686,283,2,8,0,0,5180,49,0,1,0,0,0,False
687,228,6,69,0,0,3716,49,0,1,0,0,0,False
688,3465,245,607,6318,2,9305,28,0,1,1,0,0,False
689,343,34,542,8,1,1003,33,4,1,0,1,3,False
690,1646,1091,608,0,28,7522,40,0,2,0,0,0,False
691,3141,153,284,168,3,5217,21,0,1,0,1,0,False
692,2373,1545,2134,10088,8,24678,11,0,1,0,1,0,False
693,3410,559499,361,307,4656,170721,47,0,1,1,0,0,False
694,1369,224,1966,5154,5,3378,31,0,1,1,0,0,False
695,2770,2950,941,65194,20,300114,27,0,2,4,1,3,False
696,2737,34306,597,1693,1522,35248,91,0,1,0,0,15,False
697,1625,43,307,589,0,854,44,0,1,1,2,5,False
698,1591,7951,7771,19810,37,46074,18,0,1,0,0,0,False
699,76,60,138,11888,1,14520,44,0,1,1,2,5,False
700,3177,834,1909,25245,8,21681,60,0,1,1,2,16,False
701,1547,2177,601,18599,30,33067,42,0,1,1,1,5,True
702,1567,590,530,22678,145,76768,36,0,1,0,2,3,False
703,2636,2075,1303,66,5,11818,53,4,1,0,0,0,False
704,2319,3866,1454,443,66,1686,36,0,1,0,2,3,False
705,2704,215,103,160,11,1908,34,0,1,0,0,0,False
706,3443,1025,1279,14322,141,26717,90,0,1,0,0,0,False
707,2487,13963,1154,15290,685,43238,34,0,1,0,1,3,False
708,1545,275,119,594,29,628,74,0,2,0,0,0,False
709,2900,9,176,6,0,1606,72,0,2,0,0,0,False
710,1878,31832,154,6,188,49324,85,0,1,0,0,0,False
711,1253,85639,328,72,102,11912,46,0,1,1,1,0,False
712,2598,277,225,8,5,9648,21,0,1,0,0,0,False
713,1216,21,222,0,0,7341,71,0,2,0,0,0,False
714,3267,17,237,8,0,1464,49,4,1,0,0,0,False
715,402,29,79,194,0,174,20,0,1,0,1,0,False
716,3262,23566,2178,3285,856,24658,73,0,1,2,0,19,False
717,2004,101,372,4197,4,2466,66,0,1,3,0,0,False
718,210,53,11,63,1,2158,63,4,2,0,0,0,False
719,3087,3653,441,1440,110,51851,60,0,1,0,0,0,True
720,1213,22,140,505,0,124,27,0,2,0,4,0,False
721,255,974,3175,8194,8,30879,35,0,1,0,1,0,False
722,3430,938,2029,7456,113,16069,14,0,1,0,1,0,False
723,1521,1335,1515,103,17,7866,11,0,1,0,0,0,False
724,3415,762,628,232,32,1461,80,2,1,0,0,1,False
725,1633,492,4141,166,9,9686,34,2,2,0,1,5,False
726,3443,2545,3260,35,95,7563,45,5,2,3,0,0,False
727,1468,1745,1154,986,21,18566,34,2,2,0,1,5,False
728,393,1037,4982,2961,0,2687,34,2,2,0,1,5,False
729,3437,378726,545,681,3180,163677,32,2,2,0,0,5,False
730,3401,1406,117,531,42,16577,82,0,1,0,0,0,False
731,3438,1319,401,14246,78,236960,79,0,1,0,1,26,False
732,2828,366,1098,7553,7,27901,64,0,1,0,1,1,False
733,3439,18204,9517,1927,312,6855,62,0,1,0,0,1,False
734,24,44,211,307,0,410,33,0,2,0,0,0,False
735,2554,438188,699,22,607,162251,64,0,1,3,0,3,False
736,1182,481,620,1988,3,2998,62,0,1,0,0,0,False
737,1549,1567,3007,2,50,5894,37,0,1,0,1,0,False
738,1108,2940,13,8,74,5089,63,4,1,0,1,1,False
739,3402,3778,2969,167,81,26717,61,0,1,0,1,0,False
740,1241,64,222,918,1,399,38,0,1,0,5,0,False
741,329,168,43,7171,0,574,59,6,1,1,1,2,False
742,2869,42400,42,31,482,2384,83,0,1,0,0,4,False
743,540,33,81,0,0,6460,68,7,2,0,0,0,False
744,2591,415,457,11602,6,7277,79,0,1,0,1,26,True
745,332,2090,2384,0,5,40083,64,0,1,0,0,0,False
746,296,35,106,1006,2,1030,83,0,1,0,1,5,False
747,2646,1796,2568,10904,73,61653,68,0,1,0,2,14,False
748,836,90,198,2,16,28287,74,1,1,0,0,0,False
749,2026,955,634,0,5,10194,74,1,1,0,0,0,False
750,2497,444,392,9459,5,12612,61,0,1,0,1,0,False
751,2011,154,305,19588,0,23020,68,0,1,0,2,14,False
752,1116,494,883,36633,46,59899,44,0,1,0,1,2,False
753,2856,58,268,3412,3,2885,68,0,1,0,2,14,False
754,1990,121,179,23873,0,3943,15,0,1,0,1,0,False
755,2805,1,251,512,1,504,78,0,1,0,1,1,False
756,2342,374,299,17849,8,28920,79,0,1,0,1,26,False
757,2991,1399,1730,54477,30,66633,68,0,1,0,2,14,False
758,920,278,400,22192,12,18514,72,0,2,0,0,0,False
759,1465,75,22,2739,1,27883,51,0,2,1,1,5,False
760,2402,153015,342,3,1069,97523,49,0,2,1,0,0,False
761,2205,6152,6446,0,24,33383,57,0,2,0,0,0,False
762,2403,579,1238,895,6,3003,79,0,1,0,1,26,False
763,3425,321,425,667,19,727,52,2,1,2,1,1,False
764,2138,334,304,1746,1,2212,31,0,1,0,0,0,False
765,1647,1986,3065,55636,62,50519,68,0,1,0,2,14,False
766,3219,439,0,0,20,100098,56,4,2,0,0,0,False
767,2426,1296,1978,9458,12,3144,51,0,2,1,1,5,True
768,15,71,3,1,0,121,68,0,1,0,2,14,False
769,3655,1893,148,7824,152,1896,68,0,1,0,2,14,False
770,3383,907,1477,1251,39,6065,68,0,1,0,2,14,False
771,3007,130,189,19,16,968,28,2,1,0,0,0,False
772,3590,65965,2100,4834,1304,25992,64,0,2,0,1,14,False
773,3212,1432,2440,6468,10,6139,8,0,1,0,0,0,False
774,1134,4440,2838,1147,126,3056,77,0,1,0,0,0,False
775,3491,378,461,753,49,1561,54,0,1,2,0,0,False
776,3254,782,2447,8730,45,6890,50,2,1,2,1,1,False
777,3243,861,880,294,93,4377,28,0,1,3,1,0,False
778,20,43,48,9,0,123,49,0,2,1,0,0,False
779,3232,223,125,126,43,25797,51,0,2,1,1,5,False
780,267,32,36,615,2,164,24,0,2,1,2,1,False
781,1688,219,410,10939,36,70058,51,0,2,1,1,5,False
782,3364,88,779,758,3,50266,51,0,2,1,1,5,False
783,3512,1883295,379,103,3577,467885,22,0,2,1,1,1,False
784,3436,378728,545,681,3182,163678,49,0,2,1,0,5,False
785,4016,5575,6146,42509,175,88945,44,0,1,0,1,2,False
786,2402,153015,342,3,1069,97523,42,0,1,0,0,2,False
787,1465,75,22,2739,1,27883,44,0,1,0,1,2,False
788,1878,31832,154,6,188,49326,35,5,1,0,0,0,False
789,3437,76,1667,15151,2,7840,30,0,1,0,0,0,False
790,2094,142,182,39,2,1019,49,0,1,0,0,0,False
791,862,80,619,33,1,24329,44,0,1,0,1,2,False
792,2165,561,72,4,5,175,52,0,1,0,0,0,False
793,2680,973,372,16020,11,14763,22,0,1,0,0,0,True
794,3436,378728,545,681,3166,163678,42,0,1,0,0,2,False
795,2666,1072,986,230,100,2639,30,0,1,1,0,0,False
796,1305,1939,1787,2289,48,119111,10,0,1,4,1,2,False
797,1839,10609,542,299,389,56269,8,0,1,4,0,2,False
798,3150,7139,5690,61245,278,140830,79,0,1,0,1,26,False
799,2173,34478,261,1,167,24768,89,0,1,1,0,1,False
800,1246,16,60,223,0,319,56,0,1,0,0,0,False
801,3188,379,2380,51139,8,9163,82,0,1,0,0,0,False
802,1970,10321,271,18415,3297,1886922,30,0,1,3,1,1,False
803,3283,288,265,2381,13,8392,29,0,1,1,0,0,False
804,2588,2340,787,1343,15,56528,79,0,1,0,1,26,False
805,2687,1436,3221,37736,74,32087,49,10,1,0,2,0,False
806,2213,3720,1855,27231,26,75572,79,0,1,0,1,26,False
807,3001,1676,843,2914,31,73459,79,0,1,0,1,26,False
808,875,287,242,2217,1,6942,50,0,1,0,0,1,False
809,2030,1916,870,30196,94,119552,79,0,1,0,1,26,False
810,2755,47,99,464,1,2840,79,0,1,0,1,26,False
811,3352,5843,3505,75,190,93636,20,4,1,0,0,0,False
812,1649,90,139,107,0,201,79,0,1,0,1,26,False
813,1713,56,328,999,1,3049,79,0,1,0,1,26,False
814,2686,1926,1142,1355,198,168178,79,0,1,0,1,26,False
815,3412,539108,117,14,784,320434,65,0,1,4,0,2,False
816,3043,1354,2683,32,85,78526,79,0,1,0,1,26,False
817,127,194,316,12303,0,12253,79,0,1,0,1,26,False
818,2588,733,2866,416,244,8377,79,0,1,0,1,26,False
819,880,949,208,519,287,349148,79,0,1,0,1,26,False
820,1039,416,499,44735,44,40056,79,0,1,0,1,26,False
821,602,910,3848,1384,10,4357,79,0,1,0,1,26,False
822,2285,291,1549,22446,10,36981,79,0,1,0,1,26,False
823,3546,2517701,1116,53,22034,730724,79,0,1,0,1,26,False
824,2311,93811,115,59,1288,98277,61,0,2,0,0,26,False
825,3306,7038,591,67,94,13929,28,0,1,3,0,0,False
826,3415,81929,867,1454,620,111856,28,0,1,3,0,1,False
827,1024,144,375,71,0,471,30,4,2,0,0,0,False
828,2750,33627,14119,86072,675,53922,67,0,1,0,2,1,False
829,648,1,4,1,0,2356,86,0,1,0,0,0,False
830,3384,2350,129,157,37,1719,41,0,1,1,0,0,False
831,2155,630,315,7922,24,16148,71,0,2,0,0,0,False
832,3086,259,346,79,7,8854,81,4,1,0,0,0,True
833,1087,335,298,5397,2,11333,7,0,1,0,0,0,False
834,306,148,109,33499,0,22620,78,0,1,0,1,6,False
835,1361,814,399,2668,425,212632,16,0,1,1,1,1,False
836,1715,21,46,520,0,123,67,0,1,0,1,1,False
837,1433,5,14,0,0,2906,86,4,1,0,0,0,False
838,1136,5597,230,648,101,1559,82,0,1,1,0,6,False
839,1433,5,14,0,0,2906,86,4,1,0,0,0,False
840,3346,264,187,491,6,12747,59,0,1,0,0,0,False
841,2743,242,387,1588,8,1275,83,0,1,0,1,5,False
842,3604,2481,1651,1371,1099,150039,27,0,2,6,0,0,False
843,1877,31832,154,6,188,49326,34,0,1,0,0,0,False
844,3253,131,93,51,0,629,71,0,1,0,0,0,False
845,2422,114,424,255,6,2343,64,0,1,0,0,0,False
846,2550,192,578,4226,11,9907,38,0,2,0,0,0,False
847,3220,1266,224,896,36,188802,52,0,1,2,0,0,False
848,3254,1413,3252,2142,107,8271,83,0,1,0,1,5,False
849,3101,69,739,9756,0,2312,54,0,1,2,1,3,False
850,691,1,13,13,0,360,82,4,1,0,0,0,False
851,672,912,338,64037,39,48368,30,0,1,0,0,0,False
852,1817,615,2768,7088,2,7899,37,0,2,0,1,1,False
853,4058,3940917,400,165,6126,598984,52,0,1,2,0,3,True
854,1838,10609,542,299,389,56269,32,0,1,4,0,0,False
855,1874,1581,983,1977,98,2713,83,0,1,0,1,5,False
856,1450,246,245,25730,2,28517,10,4,1,0,1,1,False
857,157,1702,2324,40,0,7638,47,0,1,0,0,0,False
858,2162,472,1234,766,2,2978,39,0,2,0,1,0,False
859,3220,1266,224,896,36,188802,21,0,1,1,0,0,False
860,2162,472,1234,766,2,2978,39,0,2,0,1,0,False
861,4058,3940918,400,165,6126,598985,21,0,1,1,0,1,False
862,2511,49,18,1,2,27837,35,0,2,0,0,0,False
863,2511,49,18,1,2,27837,35,0,2,0,0,1,True
864,1624,33,52,3,14,21781,61,0,1,0,0,0,True
865,2511,49,18,1,2,27837,35,0,2,0,0,0,False
866,1622,4045,101,50,45,4220,10,0,1,0,0,0,True
867,2640,95960,52,1,734,44497,40,0,1,0,0,0,False
868,3219,1266,224,896,36,188802,63,0,1,1,0,0,False
869,2512,641,793,1015,47,3347,8,0,1,0,0,0,False
870,0,2,43,2,0,95,78,0,1,0,1,6,False
871,4058,3940918,400,165,6126,598985,63,0,1,1,0,0,False
872,3431,1620,1472,7856,98,169887,91,0,1,0,0,0,False
873,1622,4045,101,50,45,4220,39,0,1,0,0,0,False
874,3109,103,179,156,0,534,54,0,1,0,0,0,False
875,68,774,191,391,2,582,84,0,1,0,1,1,False
876,897,302,263,16726,0,4598,73,0,1,0,0,0,False
877,2322,509,3081,7509,3,17373,42,0,1,1,1,2,False
878,2576,127,239,601,106,2218,39,0,1,2,1,0,False
879,217,1,48,9,0,348,49,0,1,0,1,0,False
880,182,264,585,2117,0,9977,42,0,1,1,1,2,False
881,3408,559500,361,307,4659,170726,40,0,1,1,0,2,False
882,199,1664,4986,240,3,2838,47,4,1,0,1,1,False
883,1969,3539,4284,2382,356,59122,53,0,2,3,0,0,False
884,1251,85640,328,72,102,11912,49,0,1,2,0,0,True
885,3408,2133,985,285,146,48735,84,0,1,0,0,0,False
886,3408,559502,361,307,4659,170730,78,0,1,0,0,1,False
887,3604,2481,1651,1371,1100,150039,84,3,1,0,0,0,False
888,2747,1215,995,1039,11,1065,80,0,1,0,1,0,False
889,3681,9677,1833,3111,256,60897,44,0,1,0,0,0,False
890,3372,10654,958,165,163,190,35,0,2,0,0,0,False
891,3604,2481,1651,1371,1100,150039,71,0,1,2,0,0,False
892,3604,2481,1651,1371,1100,150039,84,2,1,0,0,0,False
893,3604,2481,1651,1371,1100,150039,42,0,2,4,0,0,False
894,3604,2481,1651,1371,1100,150039,90,0,1,0,0,0,False
895,3604,2481,1651,1371,1100,150039,59,4,2,1,0,0,False
896,1368,224,1966,5156,5,3379,71,4,1,0,0,0,False
897,3604,2481,1651,1371,1100,150039,57,4,2,1,0,0,False
898,2266,2899,526,4543,33,15201,52,0,1,0,0,0,False
899,261,17,77,2459,0,389,23,0,1,1,1,0,False
900,2035,405,780,3880,11,3512,41,0,1,0,1,0,False
901,2608,76,101,1291,4,734,79,8,1,0,0,0,False
902,3329,520,499,26034,11,60027,20,0,1,0,0,0,False
903,2608,76,101,1291,4,734,60,6,1,0,0,0,False
904,1699,114,304,572,1,496,45,4,1,1,0,0,False
905,2045,265,442,85,9,447,45,0,1,6,1,7,False
906,3183,154,304,41,1,1729,36,0,1,0,0,0,False
907,204,33,184,15520,0,2585,45,0,1,6,1,7,False
908,1523,209,719,10278,0,6794,45,0,1,6,1,7,False
909,3446,947,1216,16971,32,24792,63,0,1,2,0,0,False
910,1781,242,805,1624,9,14751,6,0,1,0,0,0,False
911,2134,50,307,3312,1,2745,74,0,2,0,0,0,False
912,1965,825,1645,281,0,4852,64,0,2,0,0,0,False
913,1713,1478,4989,19699,0,14674,45,0,1,6,1,7,False
914,847,202,1115,219,322,25314,45,0,1,6,1,7,False
915,1504,89200,393,347,341,71958,45,0,1,6,1,7,False
916,3140,342012,502,458,1263,500411,60,2,1,4,0,1,False
917,2533,489,107,16522,89,54841,50,2,1,4,1,23,False
918,87,47,115,4483,0,445,35,0,1,2,1,4,False
919,3400,3175,1083,32,54,25975,36,0,1,0,0,0,False
920,2851,761,3127,2292,54,42521,59,2,1,0,0,0,False
921,1838,10609,542,299,389,56269,26,0,1,4,0,0,False
922,2112,796,636,38174,33,69697,50,2,1,4,1,23,False
923,2038,29,184,978,2,11580,78,2,1,0,0,0,False
924,2200,2668,743,3591,89,49010,48,0,1,0,1,1,False
925,1066,860,1637,1372,66,140899,61,2,1,0,0,0,False
926,2261,2039,290,193841,99,134141,50,2,1,4,1,23,False
927,3802,45,20,826,8,3707,76,0,2,0,0,0,False
928,647,372,945,66586,10,39346,50,2,1,4,1,23,False
929,3759,5784,4630,21722,2094,127299,37,0,2,2,1,0,False
930,51,32,175,29,0,1977,35,0,1,2,1,4,False
931,3297,257,467,15593,48,44659,76,0,1,0,1,3,False
932,3395,8050,8860,24065,691,68421,35,0,1,2,1,4,False
933,3739,3019,2554,1494,225,43999,46,0,1,0,0,1,False
934,3537,57142,282,118,839,80665,70,0,1,0,1,3,False
935,2994,35,1,0,0,562,72,6,1,0,0,0,False
936,1148,17,166,5,0,126,23,0,1,0,0,0,False
937,332,1586,1098,12276,32,27520,62,4,1,0,0,0,False
938,3368,39,204,4500,1,1419,35,0,1,2,1,4,False
939,2239,135,372,6,7,693,83,2,1,0,0,0,False
940,2285,305,771,100,9,10779,38,0,1,3,0,0,False
941,3195,59,219,22,0,655,54,4,1,0,0,0,False
942,3367,209,464,3473,2,26249,16,0,1,0,0,0,False
943,3299,1980,1162,4849,29,57153,50,2,1,4,1,23,False
944,3561,714036,684,601,6018,162725,33,0,1,2,0,4,False
945,1193,80,876,4612,1,4446,50,2,1,4,1,23,False
946,246,3,137,123,0,147,31,2,1,5,1,11,False
947,2631,105,325,1105,1,239,50,2,1,4,1,23,False
948,2990,1720,462,1763,37,11743,50,2,1,4,1,23,False
949,3317,2236,164,1295,44,17198,50,2,1,4,1,23,False
950,547,675,105,38671,1,55043,50,2,1,4,1,23,False
951,668,133,428,8345,1,3691,31,2,1,5,1,11,False
952,3404,199,563,56764,18,6606,14,0,1,0,0,0,False
953,486,45,200,3469,0,352,50,2,1,4,1,23,False
954,2989,557,176,2372,35,81707,76,0,1,0,1,3,False
955,581,24,81,2217,0,165,83,2,1,0,0,0,False
956,1886,490,1428,31934,2,7777,50,2,1,4,1,23,False
957,542,36,251,475,1,900,50,2,1,4,1,23,False
958,885,144,229,3352,6,4584,31,2,1,5,1,11,False
959,3372,848100,1146,410,4378,91374,74,0,1,0,0,3,False
960,1243,333,1586,39483,1,33493,50,2,1,4,1,23,False
961,190,158,1293,2553,0,383,50,2,1,4,1,23,False
962,3100,3021,1819,3723,83,26397,50,2,1,4,1,23,False
963,51,17,94,203,0,114,50,2,1,4,1,23,False
964,1504,89200,393,347,341,71958,50,2,1,4,1,23,False
965,3241,943,238,104,12,7790,58,6,1,0,0,0,False
966,3360,6437124,737,3056,6532,496350,48,2,1,4,0,23,False
967,2769,2950,941,65208,20,300134,53,0,1,1,1,2,False
968,848,106,1089,3942,0,10122,78,0,1,0,1,6,False
969,1243,333,1586,39483,1,33493,17,3,1,5,1,1,False
970,2164,79,190,3754,1,1965,59,4,1,2,1,3,False
971,1793,71101,319,25,457,115207,15,3,1,5,0,1,False
972,2781,154,770,12,9,4280,31,2,1,5,1,11,False
973,3230,347,569,223,0,471,78,0,1,0,1,6,False
974,558,129,322,3280,5,7048,35,2,2,0,0,0,False
975,2654,152,144,61,1,784,70,0,1,0,1,0,False
976,2164,79,190,3754,1,1965,31,2,1,5,1,11,False
977,1243,333,1586,39483,1,33493,59,4,1,2,1,3,False
978,3435,4865073,194,103,5250,224625,59,4,1,2,1,3,False
979,2172,34478,261,1,167,24768,57,4,1,4,0,3,False
980,1243,333,1586,39483,1,33493,53,0,1,1,1,2,False
981,3512,1883303,379,103,3573,467890,51,0,1,1,0,2,False
982,1042,199,637,13108,1,6232,31,2,1,5,1,11,False
983,1243,333,1586,39483,1,33493,31,2,1,5,1,11,False
984,3241,943,238,104,12,7790,64,6,1,0,0,0,False
985,3903,2940,5000,27476,393,101964,78,0,1,0,1,6,False
986,1303,32,858,1734,0,272,31,2,1,5,1,11,False
987,3360,6437125,737,3056,6532,496350,64,0,1,2,0,6,False
988,3351,2848476,606,17,4460,454649,31,2,1,5,1,11,False
989,3357,10784556,19,0,11758,494339,78,0,1,0,1,6,False
990,328,168,43,7171,0,574,63,4,1,1,1,2,False
991,1793,71101,319,25,457,115207,29,2,1,5,0,11,False
992,2553,438184,699,22,607,162252,45,5,1,4,1,2,False
993,3357,10784556,19,0,11758,494339,54,0,1,3,1,1,False
994,2674,556327,16,1,432,110585,52,0,2,3,0,1,False
995,3023,1022478,231,14,77,60949,56,2,1,4,0,0,False
996,1793,71101,319,25,457,115207,36,2,1,5,0,5,False
997,710,80,99,47,11,12450,64,4,1,1,1,0,False
998,3512,1883303,379,103,3573,467890,74,0,1,1,0,0,False
999,2987,9821,1835,40821,248,157505,8,0,1,0,4,0,False
1000,2913,708,550,3313,124,94533,53,0,2,1,1,2,False
1001,1368,224,1966,5156,5,3379,69,0,1,2,1,3,False
1002,3357,10784556,19,0,11758,494340,69,0,1,2,1,3,False
1003,2674,556327,16,1,432,110585,67,0,2,1,0,3,False
1004,2121,597,1738,10367,0,12456,53,0,2,1,1,2,False
1005,3512,1883304,379,103,3573,467891,51,0,2,1,0,2,False
1006,3269,704,5002,32883,15,19835,53,2,1,4,1,5,False
1007,2845,1321,1778,26386,29,106038,50,2,1,4,1,1,False
1008,2845,1321,1778,26386,29,106038,38,2,2,4,0,1,False
1009,3435,4865074,194,103,5247,224625,59,4,1,3,1,1,False
1010,322,55,75,6160,1,3690,37,2,1,5,1,3,False
1011,2172,34478,261,1,167,24768,57,4,1,4,0,1,False
1012,1523,209,719,10278,0,6794,53,2,1,4,1,5,False
1013,3241,943,238,104,12,7790,66,6,1,0,0,0,False
1014,1504,89200,393,347,341,71958,53,2,1,4,1,5,False
1015,213,30,14,63,2,2126,72,4,2,0,0,0,False
1016,3351,2848476,606,17,4460,454649,37,2,1,5,1,3,True
1017,1793,71101,319,25,457,115207,35,2,1,5,0,3,False
1018,3357,10784556,19,0,11758,494340,56,2,1,3,1,1,False
1019,2674,556327,16,1,432,110585,54,2,2,3,0,1,False
1020,3105,409,1042,307,4,26869,36,2,2,0,1,3,False
1021,3436,378732,545,681,3169,163683,34,2,2,0,0,3,False
1022,3439,2045,4645,2554,213,50450,56,0,1,4,1,19,False
1023,3357,10784556,19,0,11758,494340,70,0,1,2,1,1,False
1024,2674,556327,16,1,432,110585,68,0,2,1,0,1,False
1025,715,138,617,13823,8,9608,56,0,1,4,1,19,False
1026,2037,412,376,84923,38,55230,56,0,1,4,1,19,False
1027,2913,708,550,3313,124,94533,79,2,1,1,1,3,False
1028,575,501,327,20008,3,23117,56,0,1,4,1,19,False
1029,2619,45,421,1482,0,1013,56,0,1,4,1,19,False
1030,2781,154,770,12,9,4280,47,2,1,3,1,4,False
1031,2549,234,1285,9,0,2407,65,2,1,2,1,6,False
1032,1504,89200,393,347,341,71958,56,0,1,4,1,19,False
1033,1125,560,970,5271,1,1390,65,2,1,2,1,6,False
1034,3158,786,1002,4392,33,64905,65,2,1,2,1,6,False
1035,3288,852,96,9190,51,127844,65,2,1,2,1,6,False
1036,728,1190,1,1,215,1856965,35,2,1,0,0,0,False
1037,3327,1675796,362,95,2456,196786,57,2,2,1,0,6,False
1038,2990,1720,462,1763,37,11743,56,0,1,4,1,19,False
1039,728,1190,1,1,215,1856965,35,2,1,0,0,0,False
1040,308,0,17,0,0,5,56,0,1,4,1,19,False
1041,3241,943,238,104,12,7790,66,6,1,0,0,0,False
1042,2558,2863,2471,9513,74,84519,47,2,1,3,1,4,False
1043,120,53,76,1591,1,2571,56,0,1,4,1,19,False
1044,392,60,162,19,0,198,47,2,1,3,1,4,False
1045,3357,10784557,19,0,11758,494341,60,2,1,3,1,2,False
1046,3367,1113,1099,7581,7,57718,56,0,1,4,1,19,False
1047,51,17,94,203,0,114,56,0,1,4,1,19,False
1048,3512,1883304,379,103,3573,467891,77,2,1,1,0,3,False
1049,3435,4865073,194,103,5247,224625,63,4,1,1,1,2,False
1050,2662,789,2314,7006,19,6601,56,0,1,4,1,19,False
1051,2280,430,326,1609,0,1960,56,0,1,4,1,19,False
1052,3210,8719,1958,854,31,218574,56,0,1,4,1,19,False
1053,2172,34478,261,1,167,24768,61,4,1,1,0,2,False
1054,2495,709,510,13188,4,13329,56,0,1,4,1,19,False
1055,2120,520,259,14407,2,18667,56,0,1,4,1,19,False
1056,3351,2848478,606,17,4460,454649,47,2,1,3,1,4,False
1057,3004,1866,766,14837,51,39471,56,0,1,4,1,19,False
1058,1793,71101,319,25,457,115207,45,2,1,3,0,4,False
1059,3360,6437127,737,3056,6533,496350,41,0,2,4,0,19,False
1060,1105,449,1501,23955,9,19622,68,4,1,1,2,4,False
1061,1523,209,719,10278,0,6794,68,4,1,1,2,4,False
1062,2848,2152,1229,111,38,86828,68,4,1,1,2,4,False
1063,2769,2950,941,65208,20,300134,68,4,1,1,2,4,False
1064,3512,1883304,379,103,3573,467891,55,4,2,1,1,4,False
1065,1793,71101,319,25,457,115207,40,4,1,3,0,0,False
1066,1871,70,502,458,2,1525,45,2,1,3,2,4,False
1067,1871,70,502,458,2,1525,42,0,1,5,1,2,False
1068,1871,70,502,458,2,1525,54,2,1,2,2,2,False
1069,1566,94,297,2540,6,5711,61,6,1,0,0,0,False
1070,1,1,24,18,0,6,38,7,1,0,1,0,False
1071,3357,10784559,19,0,11758,494343,54,2,1,2,2,2,False
1072,2674,556327,16,1,432,110585,71,2,1,1,1,2,False
1073,3604,2482,1651,1371,1100,150039,10,4,2,7,0,0,False
1074,3301,150,114,366,1,1876,45,2,1,3,2,4,False
1075,1336,1726,255,8,58,28276,25,0,1,2,0,0,False
1076,3357,10784559,19,0,11758,494343,42,0,1,5,1,2,False
1077,2674,556327,16,1,432,110585,40,0,2,5,0,2,False
1078,3604,2482,1651,1371,1100,150039,25,0,2,6,0,0,False
1079,573,17,135,157,0,9,99,2,0,0,1,2,False
1080,1713,1478,4989,19699,0,14674,50,4,1,4,1,7,False
1081,1632,87,258,1741,1,545,50,4,1,4,1,7,False
1082,358,2667,5002,35698,9,20670,99,2,0,0,1,2,False
1083,0,15,28,53,0,59,50,4,1,4,1,7,False
1084,722,370,316,4,84,98316,55,4,1,4,1,5,False
1085,1336,1726,255,8,58,28276,22,2,2,2,0,0,False
1086,2723,2228,4983,9802,3,23241,45,2,1,3,2,4,False
1087,3023,1022477,231,14,77,60949,56,2,1,4,0,6,False
1088,955,140,738,228,2,275,50,4,1,4,1,7,False
1089,1504,89200,393,347,341,71958,50,4,1,4,1,7,False
1090,3360,6437127,737,3056,6533,496350,33,3,2,4,0,7,False
1091,3357,10784559,19,0,11758,494343,45,2,1,3,2,4,False
1092,2674,556327,16,1,432,110585,62,2,1,2,1,4,False
1093,3435,4865072,194,103,5247,224625,59,6,1,1,1,2,False
1094,2172,34478,261,1,167,24768,57,6,1,1,0,2,False
1095,3435,4865072,194,103,5247,224625,57,4,1,1,1,1,False
1096,2172,34478,261,1,167,24768,55,4,1,1,0,1,False
1097,2712,67,149,120,1,3753,72,0,2,0,0,0,False
1098,1819,1630,1561,60545,0,293783,57,0,2,0,1,13,True
1099,3758,5784,4630,21722,2094,127300,37,1,2,2,1,0,False
1100,497,11,13,3,0,27865,35,2,2,0,0,0,False
